6.981132626533508301e-01,1.139240488409996033e-01,2.891566157341003418e-01,2.279635146260261536e-02,1.112929657101631165e-01,2.422145381569862366e-02,3.409091010689735413e-02,9.598837494850158691e-01,8.029924631118774414e-01,3.199999928474426270e-01,6.778523921966552734e-01,6.666666865348815918e-01,1.000000000000000000e+00
3.270440101623535156e-01,1.265822798013687134e-01,1.626506149768829346e-01,4.863221570849418640e-02,7.692307233810424805e-02,5.536332353949546814e-02,2.113636434078216553e-01,9.551194310188293457e-01,8.578553199768066406e-01,2.649999856948852539e-01,6.778523921966552734e-01,7.777777910232543945e-01,0.000000000000000000e+00
3.773584961891174316e-01,1.772151887416839600e-01,1.506024152040481567e-01,2.735562063753604889e-02,6.873977184295654297e-02,2.768166176974773407e-02,2.454545497894287109e-01,9.556488394737243652e-01,7.680797576904296875e-01,2.750000059604644775e-01,6.040268540382385254e-01,5.555555820465087891e-01,0.000000000000000000e+00
5.157232880592346191e-01,4.050632715225219727e-01,1.626506149768829346e-01,3.039513528347015381e-02,1.554828137159347534e-01,1.730103790760040283e-02,1.749999970197677612e-01,9.600473642349243164e-01,7.805486321449279785e-01,3.100000023841857910e-01,6.107382774353027344e-01,6.666666865348815918e-01,1.000000000000000000e+00
6.100628972053527832e-01,1.518987268209457397e-01,2.710843384265899658e-01,1.823708228766918182e-02,5.400982126593589783e-02,3.806228190660476685e-02,1.340909153223037720e-01,9.553600549697875977e-01,6.832917332649230957e-01,2.349999994039535522e-01,7.248322367668151855e-01,6.666666865348815918e-01,0.000000000000000000e+00
4.528301954269409180e-01,3.924050629138946533e-01,6.024096161127090454e-03,3.495440632104873657e-02,1.063829734921455383e-01,2.768166176974773407e-02,1.045454517006874084e-01,9.560530185699462891e-01,8.279300928115844727e-01,2.549999952316284180e-01,7.919463515281677246e-01,6.666666865348815918e-01,1.000000000000000000e+00
4.339622855186462402e-01,1.962025314569473267e-01,1.927710771560668945e-01,1.823708228766918182e-02,3.927987068891525269e-02,6.920415163040161133e-02,3.772727251052856445e-01,9.548595547676086426e-01,7.605984210968017578e-01,2.700000107288360596e-01,6.577181220054626465e-01,6.666666865348815918e-01,0.000000000000000000e+00
4.150943458080291748e-01,2.088607549667358398e-01,1.445783078670501709e-01,2.439209520816802979e-01,7.364975661039352417e-02,1.072664335370063782e-01,3.340909183025360107e-01,9.607692360877990723e-01,7.680797576904296875e-01,2.599999904632568359e-01,6.174496412277221680e-01,5.555555820465087891e-01,0.000000000000000000e+00
3.836477994918823242e-01,1.582278460264205933e-01,1.686747074127197266e-01,1.519756764173507690e-01,9.001636505126953125e-02,1.937716305255889893e-01,2.977272868156433105e-01,9.567075371742248535e-01,8.029924631118774414e-01,1.749999970197677612e-01,7.315436005592346191e-01,6.666666865348815918e-01,0.000000000000000000e+00
4.465408921241760254e-01,1.645569503307342529e-01,1.807229071855545044e-01,3.039513528347015381e-02,5.073649808764457703e-02,4.498269781470298767e-02,2.909090816974639893e-01,9.544938206672668457e-01,7.955111861228942871e-01,2.450000047683715820e-01,7.651006579399108887e-01,5.555555820465087891e-01,0.000000000000000000e+00
